Unnamed: 0,carat,cut,color,clarity,depth,table,x,y,z,price
8431,1.01,Very Good,F,SI1,63.5,58.0,6.29,6.24,3.98,4632
21588,0.57,Ideal,E,VS1,62.0,55.0,5.31,5.34,3.3,2177
10852,1.11,Ideal,E,VVS2,62.9,55.0,6.56,6.62,4.14,11074
7962,0.26,Very Good,E,VVS1,61.8,59.0,4.11,4.14,2.55,539
18591,0.5,Ideal,G,VS2,62.5,57.0,5.04,5.07,3.16,1449
24521,0.7,Good,G,VS2,63.1,58.0,5.66,5.69,3.58,2282
1133,0.74,Premium,J,SI1,61.6,59.0,5.82,5.77,3.57,1931
2168,1.75,Good,D,SI1,63.8,57.0,7.63,7.53,4.84,12918
21304,0.9,Very Good,F,SI1,59.1,59.0,6.3,6.35,3.74,4498
24666,1.53,Ideal,G,VVS2,61.2,57.0,7.4,7.44,4.53,15137
16114,1.13,Ideal,I,SI1,,57.0,6.68,6.66,4.13,5149
24798,0.54,Ideal,F,VS1,61.8,54.0,5.24,5.27,3.25,1724
13674,0.27,Ideal,E,VVS1,62.0,56.0,4.16,4.19,2.59,586
19344,0.7,Very Good,E,SI2,,59.0,5.7,5.75,3.46,2453
14791,0.34,Premium,D,VVS2,60.1,58.0,4.53,4.55,2.73,984
3835,0.73,Ideal,D,SI2,61.8,57.0,5.75,5.78,3.56,2671
19742,0.33,Premium,I,VVS2,61.0,59.0,4.41,4.44,2.7,579
13065,1.2,Ideal,I,SI2,61.1,57.0,6.86,6.89,4.2,5373
13470,1.08,Ideal,G,SI2,62.2,56.0,6.56,6.59,4.09,4544
7506,0.77,Premium,E,SI1,60.9,58.0,5.94,5.88,3.6,2896
2571,0.91,Very Good,E,VS2,62.8,59.0,6.15,6.17,3.87,4823
17007,1.0,Good,D,VS2,62.1,64.0,6.38,6.35,3.95,5174
26015,0.35,Premium,D,SI2,60.8,58.0,4.57,4.51,2.76,669
21145,0.3,Premium,G,SI1,60.1,62.0,4.37,4.35,2.62,574
21444,0.51,Premium,E,SI1,62.8,61.0,5.07,5.06,3.18,1443
17672,0.66,Very Good,E,SI2,61.3,57.2,5.59,5.66,3.45,1769
24355,0.31,Ideal,D,VS1,62.0,57.0,4.33,4.35,2.69,673
3623,0.42,Ideal,F,VVS2,61.3,57.0,4.8,4.82,2.95,1142
18837,1.26,Premium,D,SI1,59.5,59.0,7.13,7.06,4.22,7903
5518,1.31,Very Good,G,SI2,62.2,58.0,7.05,6.98,4.36,7107
7026,0.51,Ideal,D,VS1,62.4,57.0,5.13,5.09,3.19,1873
15874,0.91,Premium,D,SI2,62.4,56.0,6.2,6.17,3.86,3949
4649,0.7,Ideal,I,SI1,61.3,57.0,5.72,5.75,3.52,1790
21573,2.0,Good,I,VS2,63.3,56.0,7.98,8.03,5.07,16544
5356,0.72,Premium,D,SI1,62.7,59.0,5.73,5.69,3.58,2782
414,2.36,Ideal,H,SI2,62.2,55.0,8.51,8.56,5.3,17569
9143,0.3,Ideal,E,VVS2,62.2,57.0,4.28,4.31,2.67,766
14438,0.57,Good,D,SI2,63.8,57.0,5.24,5.26,3.35,1262
19999,1.07,Ideal,E,SI2,62.5,57.0,6.56,6.5,4.08,6060
15688,0.72,Ideal,D,SI2,62.7,55.0,5.72,5.7,3.58,2670
20202,0.34,Premium,G,IF,60.5,58.0,4.52,4.47,2.72,939
14595,0.51,Premium,H,SI1,60.6,59.0,5.17,5.13,3.12,1116
1608,1.03,Ideal,D,SI2,62.8,56.0,6.46,6.43,4.05,4764
1251,0.91,Ideal,E,SI1,61.9,55.0,6.21,6.23,3.85,5458
23320,1.84,Premium,H,SI2,61.0,58.0,7.97,7.87,4.81,7922
24315,0.31,Ideal,D,VVS1,62.1,54.0,4.34,4.36,2.7,934
15659,0.52,Ideal,E,SI2,61.9,56.0,5.17,5.19,3.2,1299
12794,1.02,Premium,H,SI2,58.3,59.0,6.61,6.57,3.84,3313
24874,0.25,Very Good,E,IF,61.3,56.0,4.1,4.13,2.53,633
20718,0.91,Good,F,SI1,58.0,57.0,6.36,6.47,3.72,4067
7164,1.52,Good,H,VS2,63.3,57.0,7.32,7.33,4.64,10428
12502,0.96,Very Good,H,SI1,63.1,58.0,6.2,6.25,3.93,4064
25706,0.9,Very Good,D,SI1,62.3,53.0,6.2,6.22,3.87,5123
12747,0.38,Very Good,E,SI1,62.8,58.0,4.6,4.63,2.9,701
5294,0.72,Ideal,I,VS2,61.8,55.0,5.75,5.78,3.56,2650
3547,0.32,Ideal,E,VS2,61.7,56.0,4.44,4.41,2.73,900
17508,0.33,Ideal,H,VS2,61.8,54.0,4.45,4.48,2.76,539
10685,1.5,Premium,I,VS1,62.7,59.0,7.25,7.3,4.56,9900
2527,2.03,Ideal,F,SI2,61.4,58.0,8.12,8.16,5.0,18535
6841,1.09,Very Good,G,VS2,59.9,56.0,6.59,6.73,3.99,5783
14568,1.21,Very Good,G,VVS2,60.4,56.0,6.88,6.92,4.17,9484
5797,0.4,Ideal,H,VVS1,62.0,54.0,4.76,4.72,2.94,1088
19573,1.52,Fair,F,SI2,56.3,64.0,7.68,7.62,4.31,8938
18687,0.55,Ideal,G,VVS2,62.0,56.0,5.26,5.28,3.27,1981
9662,0.52,Ideal,F,VS1,62.1,56.0,5.14,5.2,3.2,1767
18909,1.27,Good,J,SI2,66.0,59.0,6.71,6.75,4.44,4542
7140,0.4,Ideal,H,VVS2,62.1,57.0,4.69,4.74,2.93,877
25500,0.76,Good,I,SI1,64.1,59.0,5.73,5.75,3.68,1914
14872,0.55,Ideal,F,VVS1,61.9,55.0,5.27,5.3,3.27,2380
16948,1.01,Very Good,G,VVS2,63.1,56.0,6.4,6.34,4.02,7565
18972,1.03,Premium,E,SI2,61.0,60.0,6.53,6.46,3.96,4522
24538,0.38,Very Good,H,VVS1,60.0,57.0,4.75,4.79,2.86,975
8967,0.52,Very Good,I,VVS2,61.9,56.0,5.16,5.18,3.2,1289
2058,0.71,Very Good,F,SI2,59.5,58.0,5.82,5.87,3.48,2129
17291,1.74,Ideal,J,VS1,61.1,56.0,7.85,7.79,4.78,11194
1535,1.01,Very Good,E,SI1,60.8,59.0,6.43,6.5,3.93,6268
2715,0.5,Very Good,F,VS2,61.5,61.0,5.09,5.12,3.14,1436
20316,1.71,Ideal,G,SI1,62.1,56.0,7.65,7.61,4.74,13196
1515,0.58,Premium,E,VS1,62.2,58.0,5.35,5.3,3.31,2297
2386,0.58,Very Good,F,VVS1,59.7,57.0,5.48,5.51,3.28,2636
16313,1.26,Very Good,I,VS1,61.8,61.0,6.9,6.95,4.28,6566
12324,0.42,Ideal,G,IF,62.4,57.0,4.79,4.82,3.0,1394
10921,1.05,Ideal,H,SI2,62.0,57.0,6.54,6.5,4.04,3528
3636,1.73,Very Good,I,SI1,61.2,60.0,7.65,7.67,4.69,10761
16061,1.5,Very Good,J,SI2,58.7,60.0,7.46,7.54,4.4,5902
2989,0.3,Very Good,G,VVS2,63.2,57.0,4.28,4.23,2.69,878
3352,1.0,Fair,G,VS1,63.1,68.0,6.32,6.17,3.94,4892
14546,1.04,Ideal,G,VS2,62.0,57.0,6.49,6.5,4.03,6342
13736,0.33,Ideal,F,VVS2,60.9,57.0,4.46,4.51,2.73,761
25802,0.3,Very Good,J,VS1,,57.0,4.26,4.23,2.69,506
155,0.7,Ideal,D,VVS2,60.9,59.0,5.69,5.73,3.48,3737
25509,0.9,Very Good,J,SI2,63.3,59.0,6.08,6.12,3.86,2973
16505,0.41,Very Good,I,VVS2,,57.0,4.76,4.72,3.01,1061
12615,0.78,Ideal,H,VS2,61.6,56.0,5.94,5.91,3.64,2970
10785,0.3,Ideal,I,VS1,62.5,54.0,4.29,4.32,2.69,473
20842,0.32,Ideal,H,VS2,61.7,57.0,4.38,4.4,2.71,529
8064,1.21,Premium,I,SI2,60.7,60.0,6.88,6.82,4.16,4879
24276,1.08,Premium,D,SI2,62.1,58.0,6.62,6.59,4.1,5138
23817,0.73,Very Good,D,SI1,62.2,57.0,5.74,5.78,3.58,2197
4784,1.7,Premium,G,SI2,62.5,58.0,7.53,7.6,4.73,10574
6608,0.91,Fair,H,SI1,65.3,62.0,6.11,6.01,3.96,3278
4857,0.31,Ideal,D,VS2,62.0,55.0,4.35,4.33,2.69,942
18254,0.91,Very Good,D,SI2,61.5,56.0,6.22,6.27,3.84,4123
9004,0.37,Premium,E,SI1,60.6,54.0,4.68,4.63,2.82,833
17588,0.44,Good,E,VS2,62.2,62.0,4.79,4.85,3.0,1059
20638,1.0,Good,G,SI1,63.1,56.0,6.31,6.41,4.01,4218
16885,0.55,Ideal,E,SI1,60.7,57.0,5.27,5.3,3.21,1551
9896,0.38,Premium,F,VS2,61.9,59.0,4.66,4.61,2.87,1026
26300,0.3,Premium,G,VVS2,60.8,58.0,4.34,4.38,2.65,684
25391,0.32,Ideal,H,VVS1,61.3,57.0,4.41,4.43,2.71,821
18946,1.18,Good,E,SI2,63.6,57.0,6.74,6.72,4.28,4071
13363,0.53,Premium,D,VVS2,62.7,60.0,5.19,5.12,3.23,2514
5215,0.33,Ideal,G,SI2,,56.0,4.45,4.41,2.74,557
4107,1.51,Very Good,H,VS2,60.9,57.0,7.39,7.43,4.51,11068
15925,0.32,Premium,H,VVS2,60.2,60.0,4.48,4.45,2.69,828
24505,1.14,Premium,G,SI2,60.9,56.0,6.8,6.73,4.12,5139
21433,2.03,Premium,G,VS2,59.6,60.0,8.27,8.21,4.91,18680
18430,0.54,Ideal,D,VS2,61.8,56.0,5.24,5.21,3.23,1993
26945,1.0,Premium,G,I1,59.0,60.0,6.49,6.43,3.82,2264
26446,0.76,Very Good,H,SI1,62.6,58.0,5.76,5.84,3.63,2396
17250,0.7,Ideal,E,SI1,62.6,57.0,5.64,5.67,3.54,2656
22077,0.75,Good,E,SI2,59.7,62.0,5.85,5.88,3.5,2497
2934,0.96,Premium,E,SI2,62.6,60.0,6.32,6.26,3.94,4113
6586,0.32,Ideal,H,VS2,62.0,57.0,4.35,4.39,2.71,505
4672,0.38,Premium,E,VS2,60.5,58.0,4.7,4.66,2.83,1112
23115,0.37,Ideal,E,VS1,61.4,55.0,4.62,4.66,2.85,1087
3401,1.58,Ideal,I,VVS1,61.9,55.0,7.47,7.51,4.64,11435
6024,1.57,Premium,I,VS2,62.5,58.0,7.5,7.42,4.66,9847
12044,0.39,Ideal,E,IF,61.1,57.0,4.73,4.76,2.9,1333
9671,0.92,Premium,F,SI1,62.6,59.0,6.19,6.23,3.89,3749
2768,0.9,Very Good,G,VS2,63.2,58.0,6.11,6.17,3.88,4531
23959,1.52,Very Good,I,SI1,62.7,59.0,7.26,7.34,4.58,7506
23134,0.74,Premium,E,SI2,,58.0,5.77,5.73,3.6,2617
212,0.41,Ideal,G,VS1,61.9,57.0,4.81,4.76,2.96,961
6814,0.38,Ideal,E,SI1,61.4,57.0,4.67,4.64,2.86,838
17350,0.9,Very Good,F,SI2,62.4,59.0,6.12,6.16,3.83,3519
25997,1.5,Very Good,G,I1,60.3,61.0,7.34,7.39,4.44,5808
19856,0.78,Very Good,G,SI2,63.7,55.9,5.82,5.85,3.72,2401
11225,0.3,Ideal,I,VVS2,,56.0,4.31,4.33,2.67,529
18763,0.5,Premium,E,SI1,63.0,58.0,5.08,5.04,3.19,1415
20184,0.34,Ideal,E,VS2,61.2,56.0,4.51,4.54,2.77,702
22686,1.3,Premium,G,VS2,62.5,58.0,6.97,6.93,4.36,9120
26338,0.34,Premium,J,VS1,61.7,58.0,4.47,4.41,2.74,574
10423,2.33,Very Good,H,SI2,63.2,56.0,8.44,8.35,5.31,13500
10803,1.06,Good,J,VS2,63.5,60.1,6.43,6.51,4.11,4517
21826,0.73,Ideal,J,VS2,62.3,55.0,5.74,5.78,3.59,2101
7629,0.31,Ideal,F,IF,60.9,56.0,4.37,4.4,2.67,914
21105,0.32,Ideal,I,VS1,61.4,55.3,4.39,4.42,2.7,529
19340,0.7,Premium,E,SI2,62.9,59.0,5.67,5.59,3.54,2307
17334,1.25,Ideal,H,SI2,61.6,54.0,6.94,6.88,4.25,4900
4215,0.95,Very Good,E,SI2,58.7,63.0,6.43,6.37,3.76,3527
11476,0.31,Very Good,G,VVS1,63.1,56.0,4.35,4.33,2.74,1046
25870,0.44,Very Good,I,VS2,62.5,57.0,4.85,4.88,3.04,795
26518,0.4,Premium,H,VVS2,60.6,60.0,4.75,4.79,2.89,877
14406,1.62,Ideal,H,SI2,61.8,54.0,7.55,7.6,4.68,8865
21066,1.02,Very Good,H,SI1,61.6,58.0,6.49,6.54,4.01,4727
25644,0.52,Ideal,G,VVS2,61.3,56.0,5.18,5.2,3.18,1897
4350,1.22,Premium,J,SI2,62.1,59.0,6.82,6.77,4.22,4509
8379,0.54,Ideal,G,VS1,61.0,57.0,5.25,5.28,3.21,1957
5454,0.31,Premium,G,VS1,62.1,58.0,4.35,4.31,2.69,802
21682,1.01,Fair,D,VS2,65.3,58.0,6.29,6.24,4.09,6366
7160,1.16,Ideal,G,SI2,61.9,56.0,6.77,6.73,4.18,4969
14736,1.01,Ideal,E,VS1,,56.0,6.45,6.49,3.98,9503
1413,0.98,Fair,G,SI2,66.6,56.0,6.12,6.02,4.04,3332
10275,1.5,Very Good,D,VS1,61.2,63.0,7.28,7.32,4.47,16407
19103,1.08,Premium,G,SI2,59.8,57.0,6.72,6.66,4.0,4318
4006,1.15,Premium,I,SI2,62.6,57.0,6.73,6.69,4.2,4347
9589,0.26,Very Good,H,VVS2,62.5,56.0,4.07,4.09,2.55,486
22737,1.4,Ideal,G,VVS1,60.8,57.0,7.21,7.23,4.39,15134
18808,0.32,Ideal,E,VVS1,61.7,55.0,4.42,4.39,2.72,1020
5606,1.0,Premium,E,VS1,59.1,59.0,6.56,6.51,3.86,8176
22004,0.35,Ideal,I,IF,61.1,56.0,4.56,4.6,2.8,715
9668,1.64,Premium,F,SI1,61.3,58.0,7.65,7.59,4.67,12821
5307,0.41,Ideal,D,SI1,61.6,55.0,4.78,4.8,2.95,791
1347,1.03,Fair,I,SI1,57.4,61.0,6.67,6.71,3.84,3892
20021,0.51,Ideal,H,VVS2,61.6,55.0,5.11,5.14,3.16,1877
23276,0.7,Very Good,I,VS2,63.0,60.0,5.59,5.62,3.53,1867
12297,0.23,Very Good,D,VVS2,59.6,61.0,3.99,4.03,2.39,499
9367,0.55,Premium,E,VS1,59.6,60.0,5.41,5.36,3.15,2277
24148,1.0,Very Good,D,VS2,63.4,57.0,6.36,6.32,4.02,6115
26929,0.72,Very Good,H,VS2,62.9,58.0,5.7,5.75,3.6,2396
20480,0.51,Ideal,D,VS2,61.2,55.0,5.17,5.13,3.15,1882
16044,0.54,Ideal,H,VVS1,61.1,57.0,5.22,5.26,3.2,1846
9962,0.3,Very Good,H,VVS1,62.6,56.0,4.25,4.28,2.67,638
14076,0.72,Premium,D,VS2,61.1,60.0,5.74,5.69,3.49,2721
19636,0.35,Premium,H,VVS1,62.1,58.0,4.52,4.46,2.79,1024
9661,0.7,Fair,E,SI2,65.0,54.0,5.56,5.52,3.6,2600
6230,1.53,Very Good,H,IF,63.1,57.0,7.34,7.25,4.6,13369
18063,0.71,Ideal,F,VS1,61.3,56.0,5.76,5.78,3.53,3480
9321,0.75,Very Good,F,VS1,57.9,62.0,5.96,6.0,3.46,3268
22072,0.51,Premium,G,SI2,59.9,60.0,5.14,5.07,3.06,1004
601,0.59,Very Good,G,SI1,63.0,57.0,5.35,5.38,3.38,1412
25811,1.01,Premium,G,SI2,60.4,59.0,6.57,6.52,3.95,4327
10799,0.51,Premium,F,VS1,60.2,58.0,5.25,5.21,3.15,2346
13948,1.8,Good,F,SI2,57.9,58.0,8.08,8.13,4.69,12196
2887,0.58,Ideal,F,VVS2,62.0,56.0,5.32,5.36,3.31,2509
8301,0.3,Premium,H,VS2,62.3,58.0,4.33,4.31,2.69,608
7811,1.5,Ideal,I,I1,61.8,57.0,7.39,7.31,4.54,5510
11386,0.38,Premium,D,VVS2,60.0,62.0,4.73,4.7,2.83,1257
22966,1.24,Premium,F,SI2,62.7,59.0,6.83,6.77,4.26,4907
5137,0.9,Good,I,VS2,63.7,61.0,6.1,6.06,3.87,3246
20713,0.83,Very Good,H,VS1,63.1,60.0,5.91,5.98,3.75,3153
12076,0.36,Premium,F,SI1,61.9,59.0,4.54,4.51,2.8,770
1677,1.2,Good,D,SI1,63.5,55.0,6.7,6.78,4.28,5913
15154,0.82,Good,E,SI2,61.8,56.0,5.95,5.99,3.69,3050
6341,0.31,Ideal,F,SI1,62.3,56.0,4.38,4.35,2.72,707
16270,0.46,Very Good,J,VS1,62.5,58.0,4.87,4.92,3.06,874
4930,0.9,Ideal,D,SI1,62.1,57.0,6.18,6.25,3.86,4523
14491,1.0,Very Good,F,VS2,61.9,58.0,6.41,6.49,3.99,6927
17766,0.31,Premium,E,VS1,61.7,58.0,4.36,4.3,2.67,942
14012,0.44,Ideal,G,SI1,61.5,57.0,4.87,4.88,3.0,772
14901,0.35,Ideal,D,SI1,61.5,56.0,4.54,4.57,2.8,780
502,0.91,Very Good,F,VS2,60.8,57.0,6.24,6.25,3.8,4606
6289,0.31,Ideal,F,VVS1,,56.0,4.35,4.38,2.71,897
17308,1.17,Ideal,G,SI2,61.1,56.0,6.8,6.86,4.17,4725
7180,0.35,Ideal,I,VVS2,62.3,57.0,4.49,4.53,2.81,614
1859,0.3,Premium,F,SI1,60.9,58.0,4.37,4.3,2.64,603
22896,0.38,Ideal,F,VS2,62.0,56.0,4.63,4.66,2.88,800
13075,0.35,Ideal,I,VS1,,54.0,4.54,4.57,2.83,571
21717,0.28,Very Good,E,VVS2,63.2,56.0,4.17,4.21,2.65,669
24993,0.32,Ideal,G,IF,61.5,55.0,4.4,4.42,2.71,905
12624,1.41,Good,H,VS2,63.8,60.0,7.12,7.04,4.52,9254
15136,1.05,Ideal,G,VS2,61.9,56.0,6.52,6.56,4.05,6486
26722,0.9,Good,F,SI2,64.3,57.0,6.06,6.16,3.93,3267
26295,1.15,Very Good,F,SI1,62.5,59.0,6.62,6.69,4.16,6110
21350,0.9,Good,F,SI2,63.2,58.0,6.09,6.12,3.86,3318
26879,1.16,Very Good,G,VVS2,62.3,59.0,6.69,6.72,4.18,8361
17045,0.5,Premium,E,VS1,60.1,58.0,5.21,5.17,3.12,1672
2507,1.0,Good,H,SI1,61.5,64.0,6.38,6.41,3.93,4568
13227,1.39,Premium,H,VS2,62.5,59.0,7.17,7.1,4.46,7006
24918,0.31,Ideal,D,VS2,62.1,55.0,4.32,4.38,2.7,636
15224,0.32,Ideal,H,SI2,61.9,54.0,4.42,4.46,2.75,420
3685,0.33,Ideal,G,VS1,61.9,55.0,4.41,4.44,2.74,666
26608,1.13,Very Good,F,VVS2,59.6,59.0,6.82,6.87,4.08,9539
15914,0.3,Ideal,D,SI1,61.6,56.0,4.3,4.34,2.66,552
20074,2.01,Fair,H,SI2,65.8,63.0,7.77,7.68,5.08,13587
297,0.4,Ideal,D,SI1,61.8,55.0,4.74,4.78,2.94,772
7960,0.36,Ideal,D,VS2,61.8,56.0,4.56,4.6,2.83,852
1297,1.01,Very Good,D,SI2,60.3,57.0,6.51,6.56,3.94,4588
18200,1.57,Premium,I,SI2,62.2,60.0,7.43,7.36,4.6,6401
22504,0.81,Premium,J,VS2,60.6,60.0,6.04,6.0,3.65,2129
20652,0.3,Premium,F,VS1,61.0,58.0,4.33,4.36,2.65,570
26217,1.43,Premium,F,SI1,61.5,58.0,7.27,7.22,4.45,8809
14893,0.7,Very Good,F,SI2,62.8,56.0,5.64,5.69,3.56,2092
2661,0.71,Ideal,D,SI1,62.3,56.0,5.72,5.7,3.56,3316
21386,0.3,Ideal,H,VVS2,61.1,55.0,4.32,4.36,2.65,605
19702,1.5,Very Good,E,VS1,59.5,61.0,7.43,7.46,4.43,16988
20112,1.03,Ideal,G,SI2,61.8,55.0,6.46,6.51,4.01,4582
14136,0.9,Good,D,VS2,,62.0,6.11,6.15,3.84,4739
26750,0.9,Good,H,I1,57.4,63.0,6.38,6.33,3.65,1939
12621,0.3,Ideal,F,VS2,62.0,55.0,4.33,4.31,2.68,776
17774,0.3,Premium,D,VS1,60.2,59.0,4.39,4.42,2.65,610
9893,0.47,Ideal,I,VS2,62.1,54.0,4.99,5.03,3.11,884
19998,0.9,Ideal,F,SI1,61.5,56.0,6.25,6.2,3.83,4284
9781,1.18,Premium,H,SI2,,57.0,6.81,6.73,4.17,4956
19659,1.23,Good,H,SI1,63.9,56.0,6.81,6.77,4.34,5889
13511,0.51,Ideal,F,VS1,62.5,55.0,5.08,5.13,3.19,1744
9152,2.52,Premium,F,SI2,60.6,60.0,8.78,8.7,5.3,18179
9289,0.33,Premium,D,SI1,60.3,58.0,4.47,4.49,2.7,608
14144,0.38,Very Good,G,SI1,61.8,53.7,4.67,4.69,2.9,755
25188,0.26,Premium,E,VS1,60.1,60.0,4.15,4.1,2.48,580
10287,0.34,Premium,H,VVS1,61.1,59.0,4.48,4.52,2.75,775
2769,1.18,Premium,I,VS1,62.1,58.0,6.76,6.7,4.18,5921
19835,0.7,Premium,G,VS1,61.4,59.0,5.59,5.74,3.51,2512
5716,0.5,Premium,F,VS2,,58.0,5.1,5.07,3.14,1654
14895,0.7,Good,E,SI1,61.6,61.0,5.64,5.66,3.48,2111
4051,0.32,Ideal,G,VS1,60.5,56.0,4.42,4.44,2.68,645
13902,0.55,Ideal,G,VS2,60.1,55.0,5.33,5.37,3.22,1634
7577,0.6,Ideal,I,VVS1,,56.0,5.39,5.43,3.35,1715
12034,0.3,Ideal,G,VS1,62.0,56.0,4.29,4.32,2.67,624
3599,0.3,Ideal,G,VS1,61.5,57.0,4.34,4.31,2.66,776
24126,2.24,Premium,I,SI2,61.9,58.0,8.36,8.29,5.15,15515
166,0.59,Ideal,I,VVS1,61.2,56.0,5.42,5.46,3.33,2049
16193,1.01,Ideal,G,VS1,61.2,57.0,6.47,6.41,3.94,6618
22463,1.01,Premium,H,VS2,62.3,62.0,6.39,6.35,3.97,4769
813,1.04,Ideal,G,VVS2,61.7,56.0,6.5,6.54,4.02,9465
15043,0.6,Premium,G,VVS2,59.7,60.0,5.55,5.5,3.3,2105
9429,0.9,Very Good,D,SI1,61.6,54.0,6.18,6.25,3.83,3880
24416,0.7,Premium,F,VVS2,62.2,56.0,5.72,5.63,3.53,3018
25761,1.24,Premium,H,SI2,62.3,58.0,6.84,6.8,4.25,4444
16582,1.11,Premium,G,SI1,60.9,59.0,6.69,6.64,4.07,4096
3318,0.31,Ideal,H,VVS1,61.6,55.0,4.38,4.35,2.69,907
7974,0.51,Very Good,F,VVS2,60.8,56.0,5.17,5.2,3.15,2041
6691,0.71,Premium,E,SI1,60.5,55.0,5.79,5.74,3.49,2756
26326,0.58,Ideal,F,VVS2,61.8,56.0,5.37,5.41,3.33,2263
11194,0.52,Very Good,G,VS1,60.2,57.0,5.22,5.26,3.15,1618
11768,0.7,Premium,F,VS2,60.6,58.0,5.8,5.72,3.49,2822
4073,2.5,Fair,H,SI2,64.9,58.0,8.46,8.43,5.48,13278
1555,0.37,Very Good,E,VS1,62.0,56.0,4.59,4.63,2.86,925
24042,0.31,Very Good,I,VS1,62.8,55.0,4.31,4.35,2.72,489
7081,0.23,Very Good,F,VVS1,62.8,54.0,3.92,3.94,2.47,583
3729,1.24,Ideal,I,SI1,62.0,58.0,6.83,6.88,4.25,6232
1620,0.31,Ideal,D,VS2,62.0,55.0,4.36,4.38,2.71,734
3514,0.43,Premium,G,IF,61.0,58.0,4.82,4.88,2.96,1433
18953,0.31,Good,G,SI1,63.3,57.0,4.3,4.33,2.73,431
17977,0.7,Ideal,E,VS2,62.2,55.0,5.67,5.71,3.54,2981
2605,0.9,Very Good,F,SI1,,60.0,6.05,6.11,3.8,3950
11765,0.7,Very Good,D,SI2,60.9,60.0,5.68,5.72,3.47,1990
2115,0.52,Ideal,E,VS2,61.3,55.0,5.18,5.2,3.18,1712
23315,1.0,Ideal,F,SI2,62.4,57.0,6.37,6.42,3.99,5798
24362,0.35,Ideal,E,VVS1,60.7,57.0,4.53,4.57,2.76,1044
17800,1.02,Ideal,H,SI2,61.0,58.0,6.5,6.54,3.98,4360
20044,0.3,Ideal,G,VVS1,61.7,57.0,4.31,4.34,2.67,684
20444,0.31,Very Good,D,VS1,63.7,58.0,4.27,4.3,2.73,709
21506,0.39,Very Good,E,VS2,60.1,61.0,4.72,4.76,2.85,889
25017,0.34,Ideal,E,VS1,61.2,57.0,4.51,4.45,2.74,1033
6195,0.33,Ideal,F,VVS1,61.9,55.0,4.44,4.48,2.76,880
5617,1.03,Ideal,F,VS1,60.7,56.0,6.54,6.6,3.99,7296
15771,0.82,Good,J,SI1,57.4,59.0,6.25,6.19,3.57,2140
5459,0.91,Premium,H,SI2,62.9,59.0,6.15,6.12,3.86,3363
128,0.55,Premium,G,SI2,60.3,58.0,5.35,5.33,3.22,1186
10845,1.11,Very Good,I,SI2,61.2,61.0,6.65,6.69,4.08,3956
8002,0.3,Ideal,E,VVS2,62.3,54.0,4.31,4.36,2.7,742
21712,0.72,Ideal,E,VVS2,62.1,56.0,5.72,5.77,3.57,4285
10064,0.59,Ideal,D,SI1,61.2,56.0,5.38,5.43,3.31,1694
21038,1.1,Very Good,H,SI1,63.0,57.0,6.5,6.54,4.11,4689
460,2.48,Ideal,I,SI2,62.3,57.0,8.64,8.58,5.36,12883
6395,0.41,Ideal,E,VVS2,61.4,53.9,4.79,4.81,2.95,1186
2813,0.38,Ideal,G,VS2,62.2,56.0,4.64,4.62,2.88,983
11599,0.5,Premium,G,VVS2,59.6,60.0,5.15,5.18,3.08,1838
6775,1.53,Very Good,D,SI1,59.2,57.0,7.52,7.55,4.46,11873
22684,1.05,Ideal,F,VVS2,62.1,54.0,6.55,6.52,4.06,9257
24818,0.42,Ideal,E,VS2,62.0,55.0,4.82,4.8,2.98,1024
17702,0.92,Very Good,G,SI1,63.8,57.0,6.13,6.16,3.92,3724
18891,2.0,Fair,E,SI2,59.9,61.0,8.16,8.04,4.86,15540
11841,0.49,Premium,H,VS2,59.6,62.0,5.17,5.14,3.07,965
19631,1.21,Premium,I,VS2,62.2,59.0,6.79,6.85,4.24,5502
9872,0.71,Premium,H,VS2,61.3,59.0,5.74,5.77,3.53,2363
8576,0.74,Ideal,D,VS2,61.8,56.0,5.79,5.82,3.59,3858
17705,0.71,Premium,F,SI2,62.3,60.0,5.7,5.67,3.54,2169
4948,0.64,Ideal,H,SI1,61.8,55.0,5.56,5.57,3.44,1880
2910,1.01,Good,H,VS2,64.4,58.0,6.18,6.24,4.0,5331
1148,1.01,Ideal,I,SI1,62.3,59.0,6.41,6.37,3.98,4518
4088,0.31,Ideal,I,SI1,61.5,55.0,4.36,4.39,2.69,436
3991,1.01,Premium,H,VS2,61.0,61.0,6.47,6.39,3.92,5190
15742,0.96,Premium,I,VS2,60.6,60.0,6.47,6.4,3.9,3808
4598,0.34,Ideal,F,VVS2,59.1,57.0,4.66,4.61,2.74,1071
24292,1.06,Very Good,H,SI1,62.2,58.0,6.45,6.53,4.04,4878
5773,0.4,Very Good,F,VS1,60.4,58.0,4.75,4.79,2.88,868
1642,1.2,Premium,H,VS2,60.7,60.0,6.88,6.82,4.16,6250
22872,1.04,Ideal,G,VS1,61.2,58.0,6.5,6.53,3.99,7375
8951,0.52,Ideal,D,SI1,61.2,57.0,5.18,5.22,3.18,1429
25316,0.9,Good,F,SI2,61.9,59.0,6.09,6.12,3.78,4013
4035,0.34,Ideal,E,VVS1,62.1,57.0,4.5,4.46,2.78,1084
18321,0.31,Very Good,G,VS2,60.7,61.0,4.33,4.37,2.64,544
4643,0.3,Premium,D,VS1,61.2,59.0,4.34,4.29,2.64,732
